"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)","Total Generation (MWh)"
US48,"3/1/2019 12 a.m. EST",16943,193,34324,8054,3331,145730,103976,95931,442443
US48,"3/1/2019 1 a.m. EST",15624,190,30811,7522,3025,139277,100298,95755,425061
US48,"3/1/2019 2 a.m. EST",18703,82,27721,7480,2918,142410,113007,97886,410976
US48,"3/1/2019 3 a.m. EST",17819,72,25849,7460,2880,138429,113104,97902,404381
US48,"3/1/2019 4 a.m. EST",17554,59,26265,7400,2952,137730,111379,98076,402230
US48,"3/1/2019 5 a.m. EST",16534,55,26113,7366,2971,140958,113808,98141,406934
US48,"3/1/2019 6 a.m. EST",17129,82,28352,7782,3217,149570,115052,98163,420371
US48,"3/1/2019 7 a.m. EST",17140,118,36612,8263,3566,163597,118729,98335,447448
US48,"3/1/2019 8 a.m. EST",16518,414,42696,8586,3755,175223,124175,98423,470924
US48,"3/1/2019 9 a.m. EST",15769,1004,43273,8825,4002,182598,126876,98452,481878
US48,"3/1/2019 10 a.m. EST",13804,3407,45643,9448,4030,182658,127053,98449,485424
US48,"3/1/2019 11 a.m. EST",11524,8303,44312,9488,4068,181171,128490,98473,486771
US48,"3/1/2019 12 p.m. EST",10269,12845,39869,9289,4200,176467,127609,98613,480402
US48,"3/1/2019 1 p.m. EST",10300,14866,37814,8480,3935,172877,126307,98617,474466
US48,"3/1/2019 2 p.m. EST",10665,14674,36904,8685,3962,170108,126294,98512,471095
US48,"3/1/2019 3 p.m. EST",11952,13750,34506,8974,3887,168644,124656,98390,466114
US48,"3/1/2019 4 p.m. EST",13006,11450,34319,8983,3598,167768,123644,98465,462591
US48,"3/1/2019 5 p.m. EST",14841,10097,34572,9263,3465,166795,123703,98504,462421
US48,"3/1/2019 6 p.m. EST",17297,7619,36012,9554,3144,168804,123892,98167,465746
US48,"3/1/2019 7 p.m. EST",18159,4800,38203,9607,3010,172417,125163,97840,470625
US48,"3/1/2019 8 p.m. EST",19487,1348,41018,9625,3113,175526,125898,97554,475072
US48,"3/1/2019 9 p.m. EST",23972,573,41544,9125,2838,172228,124252,97269,472939
US48,"3/1/2019 10 p.m. EST",26918,185,40904,8476,2375,166212,121410,97050,464635
US48,"3/1/2019 11 p.m. EST",29415,98,39154,8265,1994,156808,117498,96667,450815
US48,"3/2/2019 12 a.m. EST",32064,76,35865,8104,2364,148966,108355,95590,432257
US48,"3/2/2019 1 a.m. EST",28950,72,33413,7704,2209,137089,110804,95925,417015
US48,"3/2/2019 2 a.m. EST",27599,76,30105,7689,2181,130719,110693,95659,405691
US48,"3/2/2019 3 a.m. EST",25847,88,29007,7756,2241,126464,108808,95672,396993
US48,"3/2/2019 4 a.m. EST",25184,79,28723,7922,2157,123808,107276,95887,391913
US48,"3/2/2019 5 a.m. EST",23913,91,29205,7987,2245,122023,108409,95356,390124
US48,"3/2/2019 6 a.m. EST",22239,97,30295,8129,2277,125039,111448,95102,395532
US48,"3/2/2019 7 a.m. EST",22175,139,32673,8256,2261,128788,115602,95416,406303
US48,"3/2/2019 8 a.m. EST",21762,478,36315,8408,2306,134924,120349,95500,421169
US48,"3/2/2019 9 a.m. EST",21430,1465,39557,8888,2343,141488,122868,95535,435040
US48,"3/2/2019 10 a.m. EST",19362,3257,42366,9128,2509,148320,126408,95562,448526
US48,"3/2/2019 11 a.m. EST",17932,6599,42658,9146,2436,151532,128850,95512,456006
US48,"3/2/2019 12 p.m. EST",17705,10905,40299,9169,2246,149939,127802,95428,454604
US48,"3/2/2019 1 p.m. EST",18114,13203,37429,9644,2218,146767,124275,95454,448179
US48,"3/2/2019 2 p.m. EST",19538,14880,35208,9803,2219,143530,123165,95383,444658
US48,"3/2/2019 3 p.m. EST",21052,14484,33622,9762,2197,142132,122913,95198,441950
US48,"3/2/2019 4 p.m. EST",22140,13380,33487,9547,2232,141337,122267,95221,440656
US48,"3/2/2019 5 p.m. EST",24114,12308,33506,9579,2271,141029,122734,95382,442102
US48,"3/2/2019 6 p.m. EST",26496,10431,34878,9709,2233,141676,123797,95481,445840
US48,"3/2/2019 7 p.m. EST",28426,8373,36821,9900,2282,144016,125859,95589,452397
US48,"3/2/2019 8 p.m. EST",29958,2724,39535,9878,2304,149044,128336,95318,458288
US48,"3/2/2019 9 p.m. EST",32623,1447,41060,9120,2257,150025,127219,95131,458733
US48,"3/2/2019 10 p.m. EST",34710,112,40626,8382,2221,145113,124007,94812,451131
US48,"3/2/2019 11 p.m. EST",36060,108,38837,7941,2189,138150,119896,94260,438568
US48,"3/3/2019 12 a.m. EST",34772,109,35070,7802,2060,134450,116255,94970,426632
US48,"3/3/2019 1 a.m. EST",33481,94,32873,7488,2226,124254,112691,94007,408184
US48,"3/3/2019 2 a.m. EST",33294,94,28655,7416,2212,119855,109799,94094,396190
US48,"3/3/2019 3 a.m. EST",34493,93,26792,7181,2151,114853,107284,94306,388018
US48,"3/3/2019 4 a.m. EST",37290,91,26412,7146,2141,110651,105662,94241,384474
US48,"3/3/2019 5 a.m. EST",38218,84,27078,7128,2162,108471,105453,94338,383869
US48,"3/3/2019 6 a.m. EST",38272,66,27841,7014,2142,110715,107494,94593,389065
US48,"3/3/2019 7 a.m. EST",38404,125,29021,7163,2135,114307,108559,94814,395670
US48,"3/3/2019 8 a.m. EST",38778,599,32608,7450,2173,119887,110888,95047,408694
US48,"3/3/2019 9 a.m. EST",38847,1520,35826,7592,2206,126738,114663,95028,423844
US48,"3/3/2019 10 a.m. EST",37964,4668,37168,7753,2265,131603,118661,95076,436882
US48,"3/3/2019 11 a.m. EST",37433,10464,37709,8095,2396,132125,121594,95258,446661
US48,"3/3/2019 12 p.m. EST",37278,12519,36450,8349,2426,134127,123699,95375,451742
US48,"3/3/2019 1 p.m. EST",37723,14221,35536,8264,2601,135398,123707,95342,454229
US48,"3/3/2019 2 p.m. EST",38545,15090,34340,8062,2659,136066,123770,95416,455715
US48,"3/3/2019 3 p.m. EST",41174,14733,34035,8085,2471,135984,122980,95517,456717
US48,"3/3/2019 4 p.m. EST",41741,13837,32942,7859,2435,138515,123120,95693,458115
US48,"3/3/2019 5 p.m. EST",42356,12397,34490,7848,2373,143182,124442,95717,464723
US48,"3/3/2019 6 p.m. EST",42227,9944,37174,8097,2317,147610,126413,95776,471549
US48,"3/3/2019 7 p.m. EST",42157,8049,40209,8161,2394,154930,130629,95810,484186
US48,"3/3/2019 8 p.m. EST",42093,2971,42799,8313,2551,161848,135004,95736,493181
US48,"3/3/2019 9 p.m. EST",42553,416,43371,8350,2535,165990,137237,95615,497836
US48,"3/3/2019 10 p.m. EST",43282,299,42822,8120,2393,161535,134695,95627,490438
US48,"3/3/2019 11 p.m. EST",43723,296,39703,7863,2380,153882,131354,95632,476556
US48,"3/4/2019 12 a.m. EST",39840,278,35830,7835,2323,143453,127064,95333,453607
US48,"3/4/2019 1 a.m. EST",41737,254,33085,7562,2281,137192,125912,95252,444870
US48,"3/4/2019 2 a.m. EST",41301,180,29657,7273,2302,132640,124196,95380,434447
US48,"3/4/2019 3 a.m. EST",40793,115,28146,7384,2305,131349,124016,95487,431053
US48,"3/4/2019 4 a.m. EST",40329,31,27698,7130,2311,132529,123965,95595,430996
US48,"3/4/2019 5 a.m. EST",39259,27,29674,7159,2372,138770,127090,95752,441562
US48,"3/4/2019 6 a.m. EST",38049,42,32885,7497,2518,150912,133236,95944,462674
US48,"3/4/2019 7 a.m. EST",36928,98,39610,7756,2724,170000,139874,96127,494624
US48,"3/4/2019 8 a.m. EST",35872,434,43748,8119,3454,185722,145054,96128,519949
US48,"3/4/2019 9 a.m. EST",35906,1332,45387,8798,3913,194220,147037,96150,534151
US48,"3/4/2019 10 a.m. EST",35206,4233,46864,9008,3575,194702,147690,96159,538916
US48,"3/4/2019 11 a.m. EST",34193,9788,45446,8939,3473,191435,148921,96181,539821
US48,"3/4/2019 12 p.m. EST",32565,14260,41847,8756,3516,187635,147800,96175,534119
US48,"3/4/2019 1 p.m. EST",31733,16741,39126,8354,3332,184081,145283,96142,526300
US48,"3/4/2019 2 p.m. EST",31618,17599,36328,8213,3156,180516,144711,96142,519666
US48,"3/4/2019 3 p.m. EST",31772,18748,34623,8200,2806,176643,143184,96140,513614
US48,"3/4/2019 4 p.m. EST",32640,18150,33442,8154,2402,173775,142540,96102,508527
US48,"3/4/2019 5 p.m. EST",33445,16588,34908,8243,2371,175378,142375,96132,510756
US48,"3/4/2019 6 p.m. EST",33291,13426,39086,8469,2313,182339,144758,96128,520973
US48,"3/4/2019 7 p.m. EST",32106,9799,44596,8730,2529,192828,148833,96099,536470
US48,"3/4/2019 8 p.m. EST",30865,2857,47971,9125,3195,205897,151562,96082,549197
US48,"3/4/2019 9 p.m. EST",30753,1365,48812,8942,3454,210517,153361,96069,554078
US48,"3/4/2019 10 p.m. EST",31521,236,46186,8569,3464,202324,152250,95983,542544
US48,"3/4/2019 11 p.m. EST",31591,126,42781,8016,3496,191610,149614,95916,525160
US48,"3/5/2019 12 a.m. EST",31285,135,39503,7619,3128,176852,137861,96230,494515
US48,"3/5/2019 1 a.m. EST",31475,126,35561,7617,2794,169872,144638,96092,489784
US48,"3/5/2019 2 a.m. EST",31917,52,32433,7637,2936,163328,142550,96025,478323
US48,"3/5/2019 3 a.m. EST",32085,35,30715,7686,3126,160653,141519,95846,473308
US48,"3/5/2019 4 a.m. EST",32873,23,31388,7889,3095,159550,141850,95750,473874
US48,"3/5/2019 5 a.m. EST",33830,13,31664,8221,3207,164901,141635,95793,480778
US48,"3/5/2019 6 a.m. EST",34469,19,37045,8446,3516,177553,145105,95866,503560
US48,"3/5/2019 7 a.m. EST",35539,119,43404,7746,5050,193463,148144,95879,530763
US48,"3/5/2019 8 a.m. EST",35791,686,47726,7824,5878,203239,150917,95797,549237
US48,"3/5/2019 9 a.m. EST",36205,1793,47967,7646,5680,204545,151710,95802,552876
US48,"3/5/2019 10 a.m. EST",34037,5506,46824,7968,5527,196884,152443,95790,546408
US48,"3/5/2019 11 a.m. EST",32421,10439,44881,7865,5268,186516,151427,95789,536096
US48,"3/5/2019 12 p.m. EST",31784,13888,41313,8919,3833,177774,150266,95748,524954
US48,"3/5/2019 1 p.m. EST",31150,15835,38561,8894,3322,170270,147471,95724,512777
US48,"3/5/2019 2 p.m. EST",30587,16016,36156,8468,3183,163163,146502,95710,501429
US48,"3/5/2019 3 p.m. EST",31510,16071,35260,8185,3029,157526,144624,95522,493357
US48,"3/5/2019 4 p.m. EST",32361,15961,34615,7993,3027,154110,142572,95544,487751
US48,"3/5/2019 5 p.m. EST",31939,12885,36407,7163,4066,155530,142933,95644,488309
US48,"3/5/2019 6 p.m. EST",31693,10174,41113,7762,4052,161810,146033,95657,499886
US48,"3/5/2019 7 p.m. EST",30379,5374,45923,8284,4304,174598,150196,95649,516459
US48,"3/5/2019 8 p.m. EST",29918,1391,49813,8458,4758,188930,153439,95624,534095
US48,"3/5/2019 9 p.m. EST",30662,477,49630,8432,5057,195256,154450,95517,541049
US48,"3/5/2019 10 p.m. EST",32315,251,46833,8303,5110,191377,152919,95415,534332
US48,"3/5/2019 11 p.m. EST",33602,262,44119,7829,4635,180169,151297,95295,518675
US48,"3/6/2019 12 a.m. EST",33107,273,39515,8090,3071,167264,149544,95726,498001
US48,"3/6/2019 1 a.m. EST",35183,219,36091,8189,2745,160422,145908,95247,485321
US48,"3/6/2019 2 a.m. EST",34741,53,33994,8058,2787,155638,144270,95304,475972
US48,"3/6/2019 3 a.m. EST",33852,54,32596,7968,3039,153747,144667,95298,472321
US48,"3/6/2019 4 a.m. EST",33268,73,33418,8004,3091,153925,144895,95333,473066
US48,"3/6/2019 5 a.m. EST",33061,90,36923,8621,3313,160194,145999,95323,484624
US48,"3/6/2019 6 a.m. EST",33725,96,41331,9209,4391,175710,149010,95466,510078
US48,"3/6/2019 7 a.m. EST",34107,355,47039,8375,6615,192338,151943,95522,537406
US48,"3/6/2019 8 a.m. EST",35132,1907,49245,8498,7132,203585,153573,95532,555694
US48,"3/6/2019 9 a.m. EST",37150,4606,47993,8477,6483,196186,152839,95519,550419
US48,"3/6/2019 10 a.m. EST",35809,8160,46261,8367,6247,187269,150836,95583,539687
US48,"3/6/2019 11 a.m. EST",35129,11818,43856,8801,5019,177709,149779,95606,528724
US48,"3/6/2019 12 p.m. EST",36315,13751,41331,8554,4846,166168,147190,95620,514837
US48,"3/6/2019 1 p.m. EST",38069,15627,38856,8423,4340,155327,143075,95631,500287
US48,"3/6/2019 2 p.m. EST",38712,16330,37239,8465,3942,149857,139984,95577,491103
US48,"3/6/2019 3 p.m. EST",39563,16202,35800,8345,3845,144968,136325,95579,481472
US48,"3/6/2019 4 p.m. EST",41041,16458,35687,8416,3782,143383,133148,95557,478328
US48,"3/6/2019 5 p.m. EST",42253,14147,36584,7390,4857,145601,131746,95578,479092
US48,"3/6/2019 6 p.m. EST",42003,10335,41018,7523,5071,153720,134478,95535,490730
US48,"3/6/2019 7 p.m. EST",41282,6372,44614,8150,5536,164591,137985,95518,505264
US48,"3/6/2019 8 p.m. EST",41189,1984,48301,9541,6247,175280,140797,95453,520399
US48,"3/6/2019 9 p.m. EST",42805,1018,49495,9050,6218,177722,142578,95497,525220
US48,"3/6/2019 10 p.m. EST",44941,115,47126,8359,5821,172288,143173,95509,519120
US48,"3/6/2019 11 p.m. EST",45726,117,42232,8178,4991,161063,141021,95496,500719
US48,"3/7/2019 12 a.m. EST",46643,114,38887,8637,3528,150469,137707,95563,483526
US48,"3/7/2019 1 a.m. EST",45059,100,36086,8295,3453,143851,133092,95601,467348
US48,"3/7/2019 2 a.m. EST",44219,104,32676,8116,3387,138334,132738,95609,456859
US48,"3/7/2019 3 a.m. EST",43337,102,31604,7984,3339,135747,130609,95612,449828
US48,"3/7/2019 4 a.m. EST",43584,105,31034,7934,3540,137093,130068,95635,450290
US48,"3/7/2019 5 a.m. EST",43201,103,32041,8572,4079,142287,130558,95595,457978
US48,"3/7/2019 6 a.m. EST",42312,119,36438,9109,4205,155505,133286,95629,477979
US48,"3/7/2019 7 a.m. EST",40996,383,43670,9563,4737,169605,138641,95642,504454
US48,"3/7/2019 8 a.m. EST",39616,1789,47085,10195,5610,176242,142430,95617,519833
US48,"3/7/2019 9 a.m. EST",37388,3937,46000,10701,6208,171239,143844,95591,516245
US48,"3/7/2019 10 a.m. EST",34428,8038,46063,10359,5524,161615,143610,95536,506398
US48,"3/7/2019 11 a.m. EST",30234,15067,42105,9033,6484,154660,141626,95582,495965
US48,"3/7/2019 12 p.m. EST",27661,18382,39285,9751,4940,148501,138746,95514,483724
US48,"3/7/2019 1 p.m. EST",26104,19213,36710,9463,4389,143788,136343,95509,472253
US48,"3/7/2019 2 p.m. EST",25433,19162,35911,9172,3960,140750,134998,95516,465299
US48,"3/7/2019 3 p.m. EST",25999,18329,34665,9141,3850,138899,131133,95508,457705
US48,"3/7/2019 4 p.m. EST",28241,17259,33851,9211,3814,138897,130769,95477,457679
US48,"3/7/2019 5 p.m. EST",29220,14286,35207,7817,4870,142538,130097,95421,459757
US48,"3/7/2019 6 p.m. EST",29519,10782,38861,7697,4915,147780,133871,95405,469383
US48,"3/7/2019 7 p.m. EST",31407,6584,41665,8207,5053,153692,137353,95367,480074
US48,"3/7/2019 8 p.m. EST",33986,2521,43991,8168,5442,158795,140449,95364,489689
US48,"3/7/2019 9 p.m. EST",36070,1415,44840,7976,5530,158930,140516,95367,490520
US48,"3/7/2019 10 p.m. EST",37592,104,43975,7471,5204,152130,138318,95358,481376
US48,"3/7/2019 11 p.m. EST",39638,80,41330,8321,3553,142907,131236,95354,463555
US48,"3/8/2019 12 a.m. EST",43129,75,38856,7964,3395,133972,127769,95443,451643
US48,"3/8/2019 1 a.m. EST",36239,93,36226,8015,3371,128046,117290,95437,425860
US48,"3/8/2019 2 a.m. EST",34146,114,33003,7865,3304,125244,113957,95440,414314
US48,"3/8/2019 3 a.m. EST",32404,111,31344,7811,3300,123152,112647,95417,407371
US48,"3/8/2019 4 a.m. EST",29737,118,30317,7827,3390,123716,114294,95447,405925
US48,"3/8/2019 5 a.m. EST",27026,124,30636,8010,3409,126511,117655,95466,409839
US48,"3/8/2019 6 a.m. EST",24765,119,33538,8054,3632,136010,123855,95472,426399
US48,"3/8/2019 7 a.m. EST",23139,226,40257,7131,5234,149289,129730,95513,451420
US48,"3/8/2019 8 a.m. EST",21888,829,44603,7547,5546,158069,134907,95454,469658
US48,"3/8/2019 9 a.m. EST",20432,1916,46390,7724,5765,158788,138393,95429,475597
US48,"3/8/2019 10 a.m. EST",18254,6197,45247,8243,5733,159449,139087,95376,478002
US48,"3/8/2019 11 a.m. EST",16393,12950,42117,8363,5764,155095,137787,95331,474123
US48,"3/8/2019 12 p.m. EST",15994,16762,40842,8436,5588,151171,134898,95269,469129
US48,"3/8/2019 1 p.m. EST",15896,17766,38512,8395,5358,149336,131533,95240,462268
US48,"3/8/2019 2 p.m. EST",18288,16663,36957,8724,5017,145688,130111,95237,457581
US48,"3/8/2019 3 p.m. EST",21413,15369,36214,8797,4844,143592,126625,95236,453138
US48,"3/8/2019 4 p.m. EST",24129,14587,35426,8755,4598,142464,125658,95230,451998
US48,"3/8/2019 5 p.m. EST",25406,14353,36611,8450,4652,142966,124851,95226,453506
US48,"3/8/2019 6 p.m. EST",26869,12055,37702,8391,4670,145518,125825,95255,457323
US48,"3/8/2019 7 p.m. EST",29955,9550,39192,8443,4620,147234,126571,95219,461657
US48,"3/8/2019 8 p.m. EST",34476,3647,42148,8417,4566,147868,127824,95224,465160
US48,"3/8/2019 9 p.m. EST",39717,245,43648,8366,4539,145894,127427,95204,466065
US48,"3/8/2019 10 p.m. EST",43990,106,43297,7448,4361,140431,122231,95083,458225
US48,"3/8/2019 11 p.m. EST",47051,129,40959,6522,4293,133823,116384,94842,445372
US48,"3/9/2019 12 a.m. EST",46693,115,39485,6780,4284,124946,113277,95255,432170
US48,"3/9/2019 1 a.m. EST",47374,90,37476,6169,3797,116173,102929,94875,409962
US48,"3/9/2019 2 a.m. EST",46525,80,34738,6137,3582,110347,98720,95060,396019
US48,"3/9/2019 3 a.m. EST",47808,81,32601,6059,3550,107495,95105,95082,388683
US48,"3/9/2019 4 a.m. EST",50841,75,32069,6191,3546,103615,90829,95087,383222
US48,"3/9/2019 5 a.m. EST",51256,73,31903,6160,3551,104558,89437,95107,383058
US48,"3/9/2019 6 a.m. EST",52060,89,32652,6294,3582,106457,91609,95125,388737
US48,"3/9/2019 7 a.m. EST",53077,174,34820,6626,3832,108594,94426,95141,397868
US48,"3/9/2019 8 a.m. EST",54180,829,37688,6942,3859,113066,97579,95159,410530
US48,"3/9/2019 9 a.m. EST",54498,2169,40088,7397,3789,116868,99487,95192,420755
US48,"3/9/2019 10 a.m. EST",54449,7252,40628,7428,3945,118189,102555,95107,430674
US48,"3/9/2019 11 a.m. EST",52110,14519,40186,7750,3950,116514,103464,94836,434407
US48,"3/9/2019 12 p.m. EST",51487,17862,38794,7913,4045,115521,104404,94531,435655
US48,"3/9/2019 1 p.m. EST",49971,18972,37192,7946,3847,116025,102992,94289,431977
US48,"3/9/2019 2 p.m. EST",46622,18253,35649,7930,4139,117144,103537,94134,428222
US48,"3/9/2019 3 p.m. EST",44209,17740,34688,8240,4002,118985,102790,94261,425852
US48,"3/9/2019 4 p.m. EST",42476,16184,34291,8229,3991,121397,102870,94168,424488
US48,"3/9/2019 5 p.m. EST",40474,13658,34455,8189,4061,125682,103499,94204,424979
US48,"3/9/2019 6 p.m. EST",39922,10743,36124,8052,4251,131463,104638,94194,430232
US48,"3/9/2019 7 p.m. EST",40059,6803,39086,7257,4320,135491,105491,94169,433812
US48,"3/9/2019 8 p.m. EST",41395,2295,40795,6482,4367,140621,106220,94174,437617
US48,"3/9/2019 9 p.m. EST",43502,1118,42287,6511,4119,141150,104809,94091,438022
US48,"3/9/2019 10 p.m. EST",43863,94,42299,6423,3869,136566,101852,93941,430268
US48,"3/9/2019 11 p.m. EST",43058,90,39601,6379,3401,130517,99218,93621,417436
US48,"3/10/2019 12 a.m. EST",38686,84,37805,6442,3216,127945,100516,94086,410240
US48,"3/10/2019 1 a.m. EST",41406,82,36640,6283,3018,116029,92024,91778,388936
US48,"3/10/2019 3 a.m. EDT",42619,85,33825,6106,2949,110507,88228,91691,377885
US48,"3/10/2019 4 a.m. EDT",42823,82,31635,6098,2905,108748,85171,91638,370649
US48,"3/10/2019 5 a.m. EDT",42383,79,29982,6171,2820,107445,83031,91559,367390
US48,"3/10/2019 6 a.m. EDT",41142,88,29661,6246,2903,108271,83490,91292,367676
US48,"3/10/2019 7 a.m. EDT",43376,92,30233,6251,2912,110953,85984,91354,372942
US48,"3/10/2019 8 a.m. EDT",44973,88,26540,6207,3015,111933,89275,91560,380814
US48,"3/10/2019 9 a.m. EDT",44948,482,27956,6285,3349,117541,93095,91693,392902
US48,"3/10/2019 10 a.m. EDT",44399,1354,30190,6451,3498,122615,96694,91941,405626
US48,"3/10/2019 11 a.m. EDT",44812,5759,30769,6835,3311,125399,99483,91989,416704
US48,"3/10/2019 12 p.m. EDT",43914,12643,30589,6493,3880,125661,101019,91990,424395
US48,"3/10/2019 1 p.m. EDT",41238,16080,29721,6527,4112,126623,101653,91964,425167
US48,"3/10/2019 2 p.m. EDT",38819,17247,28769,6482,4302,127371,101205,91761,423003
US48,"3/10/2019 3 p.m. EDT",37018,16870,27918,6454,4418,128140,101138,91651,420544
US48,"3/10/2019 4 p.m. EDT",35730,16696,27577,6410,4497,129159,100058,91657,418542
US48,"3/10/2019 5 p.m. EDT",34594,15247,28005,6492,4569,130249,99429,91812,417130
US48,"3/10/2019 6 p.m. EDT",33790,13023,28968,6404,4714,133490,100353,92032,418939
US48,"3/10/2019 7 p.m. EDT",32745,10568,30021,6451,4899,137440,104166,92031,424745
US48,"3/10/2019 8 p.m. EDT",31450,7108,31079,6519,4369,143814,107151,92077,431288
US48,"3/10/2019 9 p.m. EDT",31796,2671,32336,6621,4603,149017,109633,91954,437076
US48,"3/10/2019 10 p.m. EDT",32170,415,31632,6652,4733,150187,109403,91531,435552
US48,"3/10/2019 11 p.m. EDT",31828,100,30903,6611,4457,145890,106029,91274,425714
US48,"3/11/2019 12 a.m. EDT",30742,93,28944,6501,3930,138652,104689,90992,412192
US48,"3/11/2019 1 a.m. EDT",27080,78,25119,6112,3798,123882,95840,89856,379141
US48,"3/11/2019 2 a.m. EDT",24508,60,22736,6022,3850,119389,94086,89852,367455
US48,"3/11/2019 3 a.m. EDT",22607,57,21113,6078,4061,116068,92272,89898,358344
US48,"3/11/2019 4 a.m. EDT",19804,17,25380,6107,4605,116162,90685,89974,352723
US48,"3/11/2019 5 a.m. EDT",17903,25,25593,6141,4812,118959,92286,89993,355654
US48,"3/11/2019 6 a.m. EDT",16268,30,28554,6338,4857,128126,97873,89979,372030
US48,"3/11/2019 7 a.m. EDT",14710,28,34714,7414,4473,141693,103993,90079,397369
US48,"3/11/2019 8 a.m. EDT",13657,172,41101,7477,4955,153998,109805,90048,421441
US48,"3/11/2019 9 a.m. EDT",13614,833,43566,7580,5563,160303,113237,90061,434672
US48,"3/11/2019 10 a.m. EDT",14515,2315,43490,7612,5579,163657,114784,90077,442013
US48,"3/11/2019 11 a.m. EDT",14381,6917,42936,7618,5597,163445,114937,90102,445855
US48,"3/11/2019 12 p.m. EDT",14942,13386,39242,6559,6473,159927,114244,90059,444984
US48,"3/11/2019 1 p.m. EDT",15493,16225,36595,6478,5963,156163,112068,90053,439142
US48,"3/11/2019 2 p.m. EDT",16256,16732,34458,7212,4838,153707,111398,90034,434954
US48,"3/11/2019 3 p.m. EDT",16584,14522,33513,7238,4835,153949,109940,90054,430680
US48,"3/11/2019 4 p.m. EDT",16908,12691,33043,7188,4932,153898,109125,90016,428620
US48,"3/11/2019 5 p.m. EDT",17604,10733,33572,7209,5137,153946,108438,90113,427556
US48,"3/11/2019 6 p.m. EDT",19096,9006,34743,6413,6305,154496,108169,90176,429059
US48,"3/11/2019 7 p.m. EDT",20084,7198,37030,6448,6445,155373,108553,90176,431912
US48,"3/11/2019 8 p.m. EDT",21964,5148,39686,6570,5617,157231,111868,90225,438875
US48,"3/11/2019 9 p.m. EDT",24185,2027,41753,7601,4627,160796,114213,90218,445970
US48,"3/11/2019 10 p.m. EDT",27508,1245,40282,7642,4608,159229,113213,90187,443427
US48,"3/11/2019 11 p.m. EDT",31990,32,38671,7309,4130,145494,103445,89910,421789
US48,"3/12/2019 12 a.m. EDT",31874,56,37066,7285,3905,137714,103501,90213,412462
US48,"3/12/2019 1 a.m. EDT",35351,55,33541,7167,3802,133097,98610,90983,403165
US48,"3/12/2019 2 a.m. EDT",35661,50,30266,7107,3235,127000,93145,91032,387744
US48,"3/12/2019 3 a.m. EDT",36628,46,27892,6963,2845,123358,91272,91099,380310
US48,"3/12/2019 4 a.m. EDT",36827,35,27337,6945,2856,120811,91495,91055,377262
US48,"3/12/2019 5 a.m. EDT",36144,13,27728,7000,2886,122124,94276,91084,381260
US48,"3/12/2019 6 a.m. EDT",36754,10,32509,7359,2919,129770,97912,91196,398493
US48,"3/12/2019 7 a.m. EDT",38944,44,37754,7521,3302,142588,104467,91260,425995
US48,"3/12/2019 8 a.m. EDT",40784,462,43190,7576,3518,151223,110031,91128,448209
US48,"3/12/2019 9 a.m. EDT",41843,1870,43746,7559,3529,150941,113273,91123,454199
US48,"3/12/2019 10 a.m. EDT",42739,3912,44849,7439,3985,150889,113275,91107,458657
